PMID,Date,PreceedingText,Estimate,Lower,Upper,Ratio,Beta  
10853634,2000 May 15," 0.76, 1.57) for colon cancer, and ",0.68,0.29,1.57,False,False
15718483,2005 Mar 1,. active) for the entire trial was ,0.98,0.86,1.10,False,False
18048377,2008 Feb 1,cancer in women (odds ratio (OR) = ,0.58,0.37,0.92,True,False
18048377,2008 Feb 1,with increased risk in women (OR = ,1.86,1.20,2.89,True,False
18048377,2008 Feb 1," 95% CI: 1.20, 2.89) and men (OR = ",1.44,1.03,2.02,True,False
18048377,2008 Feb 1,h decreased risk among women (OR = ,0.40,0.27,0.59,True,False
18048377,2008 Feb 1," 95% CI: 0.27, 0.59) and men (OR = ",0.63,0.45,0.88,True,False
29635332,2018 Sep 1,lished meta-analyses. An estimated ,17.6,8.4,21.4,False,False
29635332,2018 Sep 1,"l (CI): 8.4, 21.4) of TB cases and ",15.2,1.8,31.9,False,False
29635332,2018 Sep 1,f smoking-attributable TB disease (,31.6,15.9,37.6,False,False
29635332,2018 Sep 1,"%, 95% CI: 15.9, 37.6) and deaths (",28.1,3.8,51.4,False,False
29635332,2018 Sep 1, TB cases attributable to smoking (,30.3,14.7,36.6,False,False
29635332,2018 Sep 1,"5% CI: 14.7, 36.6) than did women (",4.3,1.7,5.7,False,False
33604662,2021 Jul 1,"alk coverage, the hazard ratio was ",0.42,0.33,0.54,True,False
33604662,2021 Jul 1,ically significant (hazard ratio = ,0.71,0.54,0.92,True,False
25053674,2014 Sep 1,mong persons with hypertension was ,2.23,1.43,3.45,False,False
25053674,2014 Sep 1,"val: 1.43, 3.45), as compared with ",1.76,1.16,2.70,False,False
10695597,2000 Feb 15, for man-made mineral fibers (OR = ,1.48,1.17,1.88,True,False
10695597,2000 Feb 15,"7, 1.88); crystalline silica (OR = ",1.41,1.22,1.62,True,False
10695597,2000 Feb 15,1.62); diesel engine exhaust (OR = ,1.43,1.23,1.67,True,False
10695597,2000 Feb 15,cyclic aromatic hydrocarbons (OR = ,1.53,1.14,2.04,True,False
10695597,2000 Feb 15,r smoking was also increased (OR = ,1.41,1.24,1.60,True,False
22223709,2012 Feb 1,"ast Asians, incidence rate ratio = ",8.8,8.2,9.6,True,False
22223709,2012 Feb 1,ated with an incidence increase of ,1.44,1.30,1.58,False,False
23100249,2012 Nov 15,iable-adjusted hazard ratio (HR) = ,1.49,1.05,2.11,True,False
23100249,2012 Nov 15,"r impaired glucose tolerance, HR = ",1.52,1.05,2.22,True,False
23100249,2012 Nov 15,".05, 2.22); and for diabetes, HR = ",2.10,1.41,3.12,True,False
31909419,2020 May 5,ly childhood (relative risk (RR) = ,1.12,1.08,1.17,True,False
31909419,2020 May 5,"): 1.08, 1.17) and adulthood (RR = ",1.07,1.03,1.11,True,False
31909419,2020 May 5,"18, 1.28; for Hispanic women, RR = ",1.05,1.02,1.09,True,False
20858745,2010 Oct 15,odestly reduced risk: odds ratio = ,0.82,0.68,0.98,True,False
20858745,2010 Oct 15,odestly reduced risk: odds ratio = ,0.80,0.62,1.04,True,False
20858745,2010 Oct 15,"onfidence interval: 0.62, 1.04) or ",0.92,0.85,0.99,False,False
22582207,2012 Jun 1,N1 vaccine (incidence rate ratio = ,2.50,0.42,15.0,True,False
37073411,2023 Sep 1,sive versus standard strategy were ,0.96,0.92,1.00,False,False
37073411,2023 Sep 1, adverse cardiovascular events and ,0.93,0.88,0.97,False,False
37073411,2023 Sep 1,"ersus standard strategy, they were ",1.06,1.02,1.10,False,False
37073411,2023 Sep 1,"were 1.06 (95% CI: 1.02, 1.10) and ",1.08,1.03,1.13,False,False
21051447,2010 Dec 15, women who did not (hazard ratio = ,1.79,1.15,2.78,True,False
31612213,2020 Jan 31,oportion of HIV-positive partners (,66.4,64.0,68.6,False,False
31612213,2020 Jan 31," (CI): 64.0, 68.6) than by chance (",23.9,23.1,24.7,False,False
31612213,2020 Jan 31,portions of HIV-negative partners (,82.9,81.1,84.7,False,False
31612213,2020 Jan 31,"rs (82.9% (95% CI: 81.1, 84.7) and ",90.7,89.6,91.7,False,False
31612213,2020 Jan 31,ectively) compared with by chance (,76.1,75.3,76.9,False,False
31612213,2020 Jan 31,e partners than those not on PrEP (,17.1,15.3,18.9,False,False
31612213,2020 Jan 31,"EP (17.1% (95% CI: 15.3, 18.9) vs. ",9.3,8.3,10.4,False,False
31612213,2020 Jan 31,among their HIV-negative partners (,50.6,42.5,58.8,False,False
31612213,2020 Jan 31,"5% CI: 42.5, 58.8) than by chance (",28.5,27.5,29.4,False,False
11994235,2002 May 15,American race (hazard ratio (HR) = ,1.5,1.2,1.9,True,False
11994235,2002 May 15,ers during the past 4 months (HR = ,1.7,1.1,2.5,True,False
11994235,2002 May 15,rse during the past 4 months (HR = ,1.5,1.1,2.2,True,False
11994235,2002 May 15,prior to the follow-up visit (HR = ,1.6,1.3,2.0,True,False
14585766,2003 Nov 1,genic types of HPV (hazard ratio = ,3.96,2.5,6.4,True,False
14585766,2003 Nov 1,nononcogenic types (hazard ratio = ,2.37,1.3,4.3,True,False
14585766,2003 Nov 1,"IL remained constant, ranging from ",7.15,2.0,25.1,False,False
14585766,2003 Nov 1,"95% CI: 2.0, 25.1) at 12 months to ",6.26,2.7,14.5,False,False
14585766,2003 Nov 1,SIL and high-grade SIL events were ,14.2,8.7,23.1,False,False
14585766,2003 Nov 1," were 14.2 (95% CI: 8.7, 23.1) and ",32.7,8.4,127.3,False,False
32219369,2020 Oct 1,at had been redlined (risk ratio = ,1.17,1.06,1.29,True,False
32219369,2020 Oct 1,ch current privilege (risk ratio = ,1.01,0.94,1.08,True,False
12076890,2002 Jul 1,ducated persons (odds ratio (OR) = ,1.3,1.1,1.6,True,False
12076890,2002 Jul 1,": 1.1, 1.6), younger persons (OR = ",0.988,0.983,0.992,True,False
12076890,2002 Jul 1, with symptoms of depression (OR = ,1.8,1.4,2.4,True,False
12076890,2002 Jul 1,"4, 2.4), and current smokers (OR = ",2.25,1.8,2.8,True,False
12076890,2002 Jul 1,uccessfully genotyped. Older (OR = ,1.02,1.01,1.03,True,False
12076890,2002 Jul 1,"1.01, 1.03), better-educated (OR = ",1.4,1.1,1.7,True,False
12076890,2002 Jul 1,"95% CI: 1.1, 1.7), and White (OR = ",1.8,1.4,2.5,True,False
12076890,2002 Jul 1,"samples, but current smokers (OR = ",0.6,0.5,0.8,True,False
12076890,2002 Jul 1,r participation in the study (OR = ,1.6,1.2,2.1,True,False
24335384,2014 Mar 1,"1.29, 2.22; for men, adjusted HR = ",1.92,1.44,2.56,True,False
24335384,2014 Mar 1,"1.24, 2.22; for men, adjusted HR = ",1.49,1.11,2.00,True,False
12034584,2002 Jun 1,ri positivity had an odds ratio of ,4.0,1.9,8.5,True,False
12034584,2002 Jun 1,"): 1.9, 8.5) for gastric ulcer and ",2.5,0.8,7.4,False,False
12034584,2002 Jun 1,"A positivity, the odds ratios were ",1.4,0.9,2.4,True,False
12034584,2002 Jun 1,"I: 0.9, 2.4) for gastric ulcer and ",2.6,1.1,5.8,False,False
12034584,2002 Jun 1,lori and CagA had an odds ratio of ,4.4,1.8,10.5,True,False
12034584,2002 Jun 1,": 1.8, 10.5) for gastric ulcer and ",5.8,1.1,30.0,False,False
29020139,2018 May 1,ries of total (hazard ratio (HR) = ,1.00,0.90,1.11,True,False
29020139,2018 May 1,) and regular coffee intakes (HR = ,1.00,0.89,1.13,True,False
29020139,2018 May 1,d a 37% increased risk of ED (HR = ,1.37,1.08,1.73,True,False
21051446,2011 Jan 1,fter HIV diagnosis (hazard ratio = ,0.38,0.20,0.75,True,False
22781426,2012 Aug 1,ects with normal BMI (risk ratio = ,1.60,1.03,2.51,True,False
32510134,2020 Dec 1,ng this phenotype (relative risk = ,0.76,0.59,0.98,True,False
10791562,2000 May 1,e vs. lowest: relative risk (RR) = ,0.86,0.77,0.97,True,False
10791562,2000 May 1,"7), dietary gamma-tocopherol (RR = ",0.89,0.79,1.00,True,False
10791562,2000 May 1,", 1.00), dietary carotenoids (RR = ",0.82,0.73,0.92,True,False
10791562,2000 May 1,".92), serum alpha-tocopherol (RR = ",0.88,0.77,1.00,True,False
10791562,2000 May 1,"00), and serum beta-carotene (RR = ",0.77,0.68,0.86,True,True
10791562,2000 May 1,equent risk for claudication (RR = ,0.86,0.75,0.99,True,False
24816788,2014 Jun 15,"7, 1.23; and for fruit fiber, RR = ",1.05,0.86,1.29,True,False
11772780,2002 Jan 1," 1.19, 3.67; OR(4th quartile) CO = ",2.95,1.44,6.05,True,False
23132673,2012 Dec 15,"or rs1421085, relative risk (RR) = ",0.73,0.62,0.87,True,False
23132673,2012 Dec 15,": 0.62, 0.87); for rs8050136, RR = ",0.79,0.67,0.93,True,False
23132673,2012 Dec 15,": 0.67, 0.93); for rs9939609, RR = ",0.79,0.67,0.94,True,False
23132673,2012 Dec 15,"7, 0.94); and for rs17187449, RR = ",0.80,0.68,0.95,True,False
23132673,2012 Dec 15,"ally, maternal LEP rs2071045 (RR = ",1.31,1.08,1.60,True,False
23132673,2012 Dec 15, and offspring UCP2 rs660339 (RR = ,1.32,1.06,1.64,True,False
33585904,2021 Jul 1,line in both APOE*E4 carriers (β = ,0.029,0.013,0.045,False,True
33585904,2021 Jul 1,"0.013, 0.045) and noncarriers (β = ",0.013,0.005,0.022,False,True
18048376,2008 Feb 15,ative risk for preterm delivery of ,1.54,1.42,1.67,False,False
18048376,2008 Feb 15,born preterm (relative risk (RR) = ,1.12,1.01,1.25,True,False
18048376,2008 Feb 15, became stronger for mothers (RR = ,1.85,1.52,2.27,True,False
18048376,2008 Feb 15,2.27) and weaker for fathers (RR = ,1.06,0.77,1.44,True,False
11724720,2001 Dec 1, fire (adjusted odds ratio (AOR) = ,6.43,2.38,17.37,True,False
11724720,2001 Dec 1," 2.38, 17.37), poor weather (AOR = ",4.11,2.15,7.87,True,False
11724720,2001 Dec 1, non-Alaska resident status (AOR = ,2.10,1.05,4.20,True,False
11724720,2001 Dec 1, for shoulder restraint use (AOR = ,0.40,0.21,0.77,True,False
11724720,2001 Dec 1,nd daylight versus darkness (AOR = ,0.50,0.25,0.99,True,False
10707915,2000 Mar 1,ecrease in serum albumin level was ,1.26,1.15,1.38,False,False
10707915,2000 Mar 1,"for age, gender, and ethnicity and ",1.18,1.07,1.30,False,False
10707915,2000 Mar 1,"king status, with hazard ratios of ",1.01,0.84,1.22,True,False
10707915,2000 Mar 1,": 0.84, 1.22) among never smokers, ",1.09,0.92,1.30,False,False
10707915,2000 Mar 1,"2, 1.30) among former smokers, and ",1.35,1.17,1.54,False,False
25016533,2014 Sep 1,"EE, respectively, were as follows: ",1.49,1.18,1.88,False,False
25016533,2014 Sep 1,"nfidence interval: 1.18, 1.88) and ",0.80,0.69,0.92,False,False
25016533,2014 Sep 1, for total cardiovascular disease; ,1.43,1.17,1.73,False,False
25016533,2014 Sep 1,"nfidence interval: 1.17, 1.73) and ",0.84,0.73,0.96,False,False
25016533,2014 Sep 1,96) for total invasive cancer; and ,4.17,2.68,6.49,False,False
25016533,2014 Sep 1,"nfidence interval: 2.68, 6.49) and ",0.60,0.44,0.83,False,False
14718216,2004 Jan 15,products before 1980 (odds ratio = ,1.3,1.0,1.8,True,False
14718216,2004 Jan 15,"): 1.0, 1.8). The odds ratios were ",2.1,1.0,4.0,True,False
14718216,2004 Jan 15,roducts for more than 25 years and ,1.7,1.0,2.8,False,False
15583373,2004 Dec 15,en who smoked at study enrollment (,112.6,110.0,115.3,False,False
15583373,2004 Dec 15,p were used (adjusted odds ratio = ,1.9,1.0,3.6,True,False
15937023,2005 Jun 15,in mobile homes (odds ratio (OR) = ,35.3,7.8,175.6,True,False
15937023,2005 Jun 15,"CI): 7.8, 175.6) or outdoors (OR = ",141.2,15.9,"6,379.8",True,False
15937023,2005 Jun 15, for persons in mobile homes (OR = ,11.8,3.4,51.7,True,False
15937023,2005 Jun 15,"% CI: 3.4, 51.7) or outdoors (OR = ",34.3,4.4,"1,526.2",True,False
15937023,2005 Jun 15,". However, the risk of death (OR = ",0.0,0.0,9.9,True,False
15937023,2005 Jun 15,"CI: 0.0, 9.9), severe injury (OR = ",0.0,0.0,2.0,True,False
15937023,2005 Jun 15,": 0.0, 2.0), or minor injury (OR = ",0.8,0.1,3.1,True,False
15937023,2005 Jun 15,in houses. The risk of death (OR = ,0.6,0.1,1.7,True,False
15937023,2005 Jun 15,"CI: 0.1, 1.7), severe injury (OR = ",0.2,0.1,0.6,True,False
15937023,2005 Jun 15,": 0.1, 0.6), or minor injury (OR = ",0.3,0.2,0.7,True,False
14977648,2004 Mar 1,ng injected drugs (relative risk = ,13.0,1.5,114.3,True,False
14977648,2004 Mar 1, during follow-up (relative risk = ,9.0,1.1,71.7,True,False
21540324,2011 Jun 15,"x, neither prevalent (risk ratio = ",1.03,0.92,1.14,True,False
21540324,2011 Jun 15,valent plus incident (risk ratio = ,0.96,0.87,1.06,True,False
27380760,2016 Aug 1,"est, the adjusted hazard ratio was ",1.41,1.26,1.57,True,False
27380760,2016 Aug 1,"e admitted to the hospital, it was ",1.14,1.07,1.20,False,False
34048554,2021 Nov 2,se in expected 30-day mortality of ,6.6,0.2,13.0,False,False
23543161,2013 May 1,uations showed that the twins were ,0.6,0.4,0.7,False,False
23543161,2013 May 1,gletons showed that the twins were ,0.9,0.6,1.2,False,False
35292812,2022 Jun 27,"pause, with a relative survival of ",0.82,0.69,0.96,True,False
35292812,2022 Jun 27,"erfluorooctane sulfonate (n-PFOS), ",0.84,0.69,1.00,False,False
35292812,2022 Jun 27,"rfluorooctane sulfonate (Sm-PFOS), ",0.79,0.66,0.93,False,False
35292812,2022 Jun 27,"n perfluorooctanoate (n-PFOA), and ",0.84,0.71,0.97,False,False
35292812,2022 Jun 27,he effect mediated through FSH was ,8.5,11.7,24.0,False,False
35292812,2022 Jun 27," (95% CI: -11.7, 24.0) for n-PFOS, ",13.2,0.0,24.5,False,False
35292812,2022 Jun 27,"% (95% CI: 0.0, 24.5) for Sm-PFOS, ",26.9,15.6,38.4,False,False
37846096,2024 Feb 5,ir cortisol (phthalate mixture ψ = ,0.13,0.03,0.22,False,False
11590088,2001 Oct 15,k < or =1 drink/week (odds ratio = ,1.50,1.02,2.20,True,False
11590088,2001 Oct 15,"use of spirits, beer, or wine were ",1.82,1.14,2.92,False,False
25038920,2014 Aug 15,rrelation coefficients (CCCs) were ,0.24,0.07,0.36,False,False
25038920,2014 Aug 15,"nce interval (CI): 0.07, 0.36) and ",0.21,0.11,0.32,False,False
25038920,2014 Aug 15,nal sedentary time (adjusted CCC = ,0.76,0.64,0.85,False,False
25038920,2014 Aug 15,strenuous activity (adjusted CCC = ,0.64,0.49,0.76,False,False
23125439,2013 Jan 15,1.64 ng/mL) levels of 25(OH)D were ,1.60,1.20,2.14,False,False
23125439,2013 Jan 15,"0, 2.14) for African Americans and ",2.11,1.39,3.21,False,False
23125439,2013 Jan 15,versus quartile 4 odds ratios were ,2.53,1.44,4.46,True,False
23125439,2013 Jan 15,"were 2.53 (95% CI: 1.44, 4.46) and ",3.25,1.33,7.93,False,False
28158597,2017 Mar 1,ere taller (mean difference (MD) = ,0.4,0.1,0.8,False,False
28158597,2017 Mar 1,"CI): 0.1, 0.8), were heavier (MD = ",0.6,0.2,1.9,False,False
28158597,2017 Mar 1,gher body mass index for age (MD = ,0.6,0.2,0.9,False,False
28158597,2017 Mar 1,al glycyrrhizin consumption scored ,7,3.1,11.2,False,False
28369174,2017 Apr 15,sing data (adjusted hazard ratio = ,1.36,1.31,1.41,True,False
12196318,2002 Sep 1,pared with an unhelmeted rider was ,0.61,0.54,0.70,False,False
20716701,2010 Sep 15,"nd < 0.001), with an odds ratio of ",1.22,1.14,1.32,True,False
17698504,2007 Nov 1,th pre-survey period (odds ratio = ,2.2,1.1,4.8,True,False
17698504,2007 Nov 1,hort sleep durations (odds ratio = ,1.5,0.9,2.3,True,False
11867355,2002 Mar 1,s of atherosclerosis (odds ratio = ,0.48,0.24,0.97,True,False
11867355,2002 Mar 1,s of atherosclerosis (odds ratio = ,0.38,0.20,0.74,True,False
17981889,2008 Jan 15,on increase in body mass index was ,0.82,0.68,0.98,False,False
17981889,2008 Jan 15,y mass index (HADS-D: > or =8) was ,1.11,1.07,1.15,False,False
35102370,2022 May 20,d between steady weight gain (HR = ,1.01,0.83,1.22,True,False
35102370,2022 May 20,"1.22), sustained weight loss (HR = ",1.26,0.85,1.87,True,False
35102370,2022 May 20,", or weight cycling patterns (HR = ",1.08,0.89,1.30,True,False
19363100,2009 Jun 15,k of type 1 diabetes (odds ratio = ,1.17,1.09,1.26,True,False
19363100,2009 Jun 15,d confounder-adjusted estimate was ,1.43,1.11,1.85,False,False
19363100,2009 Jun 15,k of type 1 diabetes (odds ratio = ,0.82,0.54,1.23,True,False
11590087,2001 Oct 15,ical drink) had a relative risk of ,1.10,1.06,1.14,True,False
11590087,2001 Oct 15,ce 1990 yielded a relative risk of ,1.06,1.00,1.11,True,False
11821241,2002 Feb 1,/m(2) versus 20.0-24.9 kg/m(2) was ,1.9,1.1,3.4,False,False
11821241,2002 Feb 1,as the corresponding odds ratio of ,1.1,0.3,3.6,True,False
29846493,2018 Sep 1,ART treatment (hazard ratio (HR) = ,0.68,0.63,0.74,True,False
29846493,2018 Sep 1,nt difference after 10 years (HR = ,0.92,0.79,1.07,True,False
29846493,2018 Sep 1,h markedly reduced mortality (HR = ,0.45,0.38,0.53,True,False
18945690,2008 Dec 1,e > or =40 years vs. 25-29 years = ,1.4,1.1,1.8,False,False
18945690,2008 Dec 1,thers aged <40 years (odds ratio = ,3.1,2.0,4.7,True,False
11085393,2000 Nov 1,er subfertility (odds ratio (OR) = ,1.2,0.7,2.1,True,False
11085393,2000 Nov 1,": 0.7, 2.1) or its treatment (OR = ",0.9,0.4,2.0,True,False
11085393,2000 Nov 1,ciated with female offspring (OR = ,2.3,1.8,3.1,True,False
11085393,2000 Nov 1,"I: 1.8, 3.1), multiple birth (OR = ",4.8,1.2,18.8,True,False
31127276,2019 Sep 1,"s (quartile 2, hazard ratio (HR) = ",0.73,0.45,1.18,True,False
31127276,2019 Sep 1,"CI): 0.45, 1.18); quartile 3, HR = ",0.50,0.28,0.89,True,False
31127276,2019 Sep 1," CI: 0.28, 0.89); quartile 4, HR = ",0.50,0.27,0.92,True,False
31127276,2019 Sep 1,"lzheimer disease (quartile 2, HR = ",0.78,0.44,1.38,True,False
31127276,2019 Sep 1," CI: 0.44, 1.38); quartile 3, HR = ",0.53,0.26,1.06,True,False
31127276,2019 Sep 1," CI: 0.26, 1.06); quartile 4, HR = ",0.53,0.25,1.10,True,False
11296147,2001 Apr 15,e standardized incidence ratio was ,0.99,0.81,1.19,True,False
19783586,2009 Nov 1,dds ratio for autism (odds ratio = ,1.38,1.32,1.44,True,False
19783586,2009 Nov 1, with a 22% increase (odds ratio = ,1.22,1.18,1.26,True,False
31062837,2019 Aug 1,munoglobulin G among residents was ,49.8,48.4,51.1,False,False
31062837,2019 Aug 1," interval: 48.4, 51.1) in 2013 and ",48.6,47.0,50.0,False,False
26041711,2015 Sep 15,antly higher (relative risk (RR) = ,1.37,1.02,1.82,True,False
26041711,2015 Sep 15,ificantly lower among blacks (RR = ,0.57,0.39,0.83,True,False
26041711,2015 Sep 15,"% CI: 0.39, 0.83) and Asians (RR = ",0.63,0.41,0.97,True,False
10853635,2000 May 15, progression in the other eye were ,2.6,1.5,4.7,False,False
10853635,2000 May 15,"(CI): 1.5, 4.7) for right eyes and ",1.4,0.72,2.9,False,False
10853635,2000 May 15,oduced estimated relative risks of ,1.9,1.2,2.9,True,False
10853635,2000 May 15,"isks of 1.9 (95% CI: 1.2, 2.9) and ",2.7,1.8,3.5,False,False
21652600,2011 Aug 1," GBS, with a matched odds ratio of ",2.3,0.7,8.2,True,False
21652600,2011 Aug 1,asonal and A/H1N1 vaccination were ,1.3,0.4,4.1,False,False
21652600,2011 Aug 1,"on were 1.3 (95% CI: 0.4, 4.1) and ",0.9,0.1,7.6,False,False
19720866,2009 Oct 1,io (HR) per 10-microg intake/day = ,0.90,0.73,1.10,True,False
19720866,2009 Oct 1,"0.73, 1.10), oro-hypopharynx (HR = ",0.74,0.53,1.03,True,False
19720866,2009 Oct 1," 95% CI: 0.53, 1.03), larynx (HR = ",1.05,0.91,1.21,True,False
19720866,2009 Oct 1," CI: 0.91, 1.21), or thyroid (HR = ",1.03,0.82,1.27,True,False
19755636,2009 Oct 15,olic liver cirrhosis (odds ratio = ,1.47,1.05,2.07,True,False
17327217,2007 Jun 1,r older at their first birth had a ,24,16,33,False,False
17327217,2007 Jun 1," her youngest child, a woman had a ",15,5,27,False,False
15671257,2005 Feb 1,exposed to 0.30 microT or more was ,1.01,0.93,1.10,False,False
34157068,2021 Dec 1,zation (adjusted prevalence ratio: ,2.3,1.3,4.1,True,False
34157068,2021 Dec 1,tially (adjusted prevalence ratio: ,4.7,1.5,15.1,True,False
11384946,2001 May 15,.2% in 1998 (odds ratio per year = ,0.92,0.91,0.94,True,False
